donor_id,acquisition_channel,cause,gender,age,socioeconomic_level,initial_amount,current_amount,amount_variance,amount_trend_monthly_pct,spontaneous_upgrade,optimal_upgrade_amount,elasticity_score,months_active,successful_payments,failed_payments,payment_success_rate,consecutive_failed_payments,recency_days,emails_sent,emails_opened,emails_clicked,email_open_rate,email_click_rate,last_email_open_days,last_non_transactional_interaction_days,rfm_recency,rfm_frequency,rfm_monetary,complaint_history,pause_requests,previous_upgrade_requests,upgrade_accepted,upgrade_acceptance_rate,months_since_last_upgrade_request,experiment_group,optimal_intervention_month,upgrade_response,churned,uplift_segment
DON-0109,calle,infancia,M,30,medio,18.64,1.0,1.25,-0.0483,0,0.25,0.2453,26,24,2,0.9231,0,36,30,6,1,0.215,0.0334,29,7,36,9.2,3.2958,0,0,0,0,,,1,4,1,1,persuadable
DON-0110,calle,emergencias,M,37,medio_bajo,10.39,15.78,1.31,0.0259,1,2.72,0.1721,20,17,3,0.85,2,5,19,2,0,0.1414,0.0506,4,56,5,8.5,5.7576,0,0,0,0,,,1,8,0,0,sure_thing
DON-0111,calle,infancia,M,45,medio_bajo,9.46,11.74,0.02,0.0086,0,2.51,0.2141,28,26,2,0.9286,2,28,29,14,3,0.4978,0.108,28,29,28,9.3,5.7982,1,2,0,0,,,1,12,0,0,sleeping_dog
DON-0112,calle,infancia,M,50,medio_alto,44.77,56.91,1.13,0.008,0,19.38,0.3406,34,30,4,0.8824,2,9,40,24,8,0.6001,0.2114,10,24,9,8.8,7.5683,0,0,1,0,0.0,34.0,0,9,0,0,persuadable
DON-0113,telefono,infancia,F,39,medio,19.41,11.68,5.58,-0.0114,0,3.34,0.2863,35,30,5,0.8571,0,2,34,23,4,0.6777,0.1177,13,5,2,8.6,6.0157,0,1,2,1,0.5,4.0,1,5,0,0,persuadable
DON-0114,referido,educacion,M,30,medio,10.96,24.44,0.72,0.0373,1,5.04,0.2062,33,30,3,0.9091,1,0,33,4,0,0.1347,0.0208,49,2,0,9.1,6.694,1,0,2,0,0.0,11.0,0,12,0,0,sure_thing
DON-0115,evento,salud,M,53,bajo,7.41,7.03,1.13,-0.0026,0,1.61,0.2292,20,16,4,0.8,0,27,20,3,0,0.1517,0.0057,108,171,27,8.0,4.953,0,0,0,0,,,1,5,0,0,persuadable
DON-0116,referido,infancia,F,51,medio,18.89,14.52,0.17,-0.0165,0,3.67,0.253,14,13,1,0.9286,1,4,12,7,1,0.5875,0.1351,61,46,4,9.3,5.3195,0,0,2,1,0.5,10.0,0,8,0,0,persuadable
DON-0117,referido,medio_ambiente,F,30,medio,21.78,57.2,0.27,0.0602,1,14.69,0.2568,27,26,1,0.963,0,1,29,8,2,0.2973,0.0896,11,27,1,9.6,7.343,0,0,3,1,0.3333,12.0,1,6,1,0,persuadable
DON-0118,calle,salud,F,59,medio,12.78,25.75,0.11,0.0307,1,7.14,0.2773,33,29,4,0.8788,0,13,35,19,8,0.57,0.2367,18,64,13,8.8,6.7461,0,0,3,2,0.6667,9.0,0,5,0,0,sure_thing
DON-0119,referido,infancia,M,57,medio_alto,25.12,27.77,0.45,0.0088,0,8.61,0.3099,12,12,0,1.0,2,8,10,1,0,0.1987,0.0364,123,4,8,10.0,5.8119,0,0,3,1,0.3333,5.0,1,7,1,0,persuadable
DON-0120,online,educacion,F,43,medio_bajo,7.45,1.0,0.48,-0.0632,0,0.22,0.225,36,35,1,0.9722,1,23,28,7,2,0.272,0.0814,77,42,23,9.7,3.6109,0,0,3,1,0.3333,34.0,1,9,0,0,persuadable
DON-0121,referido,educacion,M,43,medio_bajo,12.05,12.23,0.11,0.0029,0,2.3,0.1882,5,5,0,1.0,2,2,5,0,0,0.1818,0.0547,113,48,2,10.0,4.1296,0,0,0,0,,,1,8,0,1,persuadable
DON-0122,referido,salud,M,49,medio_alto,28.47,31.13,1.06,0.0094,0,12.56,0.4035,10,10,0,1.0,0,2,10,5,1,0.5351,0.1272,17,27,2,10.0,5.744,0,0,0,0,,,0,3,0,0,persuadable
DON-0123,online,emergencias,M,30,alto,186.33,527.86,2.92,0.0539,1,233.89,0.4431,34,33,1,0.9706,0,10,29,4,0,0.1544,0.0255,48,13,10,9.7,9.7952,1,0,1,0,0.0,25.0,0,8,0,0,sure_thing
DON-0124,calle,medio_ambiente,F,42,medio_bajo,7.15,1.0,0.63,-0.0425,0,0.22,0.2181,31,29,2,0.9355,2,14,28,14,2,0.5322,0.0992,61,139,14,9.4,3.4657,0,1,1,0,0.0,18.0,0,6,0,1,persuadable
DON-0125,calle,emergencias,M,18,medio,14.09,33.3,0.0,0.0568,1,8.85,0.2657,24,23,1,0.9583,0,34,25,9,0,0.3904,0.0362,1,16,34,9.6,6.6849,0,0,0,0,,,1,5,1,0,persuadable
DON-0126,online,salud,M,53,medio_bajo,6.82,10.29,0.09,0.0231,1,2.01,0.1953,22,21,1,0.9545,2,17,18,5,1,0.289,0.0608,9,5,17,9.5,5.4266,0,0,1,1,1.0,15.0,0,9,0,0,sure_thing
DON-0127,referido,salud,M,21,bajo,3.07,2.43,0.14,-0.0262,0,0.49,0.2022,8,5,3,0.625,1,46,6,1,0,0.3217,0.127,64,44,46,6.2,3.0175,0,0,0,0,,,1,9,0,1,persuadable
DON-0128,referido,infancia,F,61,medio,25.44,55.14,0.13,0.0377,1,13.66,0.2478,31,27,4,0.871,1,4,34,19,1,0.5807,0.0405,14,38,4,8.7,7.4444,0,0,1,1,1.0,23.0,0,9,0,0,sure_thing
DON-0129,calle,educacion,F,37,medio_bajo,13.75,14.45,0.43,0.0027,0,3.7,0.256,19,19,0,1.0,0,18,20,5,1,0.2603,0.0914,9,63,18,10.0,5.6188,0,0,2,1,0.5,8.0,1,6,1,0,persuadable
DON-0130,online,medio_ambiente,M,39,medio_alto,46.5,1.0,1.33,-0.0399,0,0.36,0.3594,33,32,1,0.9697,1,21,30,12,1,0.4184,0.0359,9,63,21,9.7,3.5264,1,0,2,1,0.5,18.0,0,12,0,1,persuadable
DON-0131,online,infancia,F,33,medio,13.76,12.11,1.32,-0.0033,0,3.28,0.2706,36,33,3,0.9167,0,25,29,13,3,0.4725,0.1089,14,43,25,9.2,6.0798,0,0,3,1,0.3333,31.0,1,3,1,0,persuadable
DON-0132,calle,infancia,F,38,medio_bajo,7.85,8.68,0.39,0.0176,0,1.55,0.1786,6,6,0,1.0,3,89,5,1,0,0.3865,0.1117,8,10,89,10.0,3.9718,0,0,2,1,0.5,6.0,1,9,0,0,sleeping_dog
DON-0133,calle,salud,F,60,bajo,5.38,5.64,0.27,0.0119,0,1.38,0.2453,4,3,1,0.75,0,12,3,1,0,0.3531,0.0449,0,98,12,7.5,3.1596,0,0,0,0,,,0,5,0,0,persuadable
DON-0134,online,salud,M,18,medio_alto,58.4,82.36,8.86,0.0293,1,33.59,0.4078,14,13,1,0.9286,0,9,13,8,0,0.6351,0.0583,5,12,9,9.3,7.051,0,2,3,0,0.0,12.0,1,4,0,0,sure_thing
DON-0135,telefono,educacion,F,58,medio_bajo,7.47,10.04,1.51,0.0429,1,2.17,0.2166,8,5,3,0.625,0,38,7,1,0,0.1659,0.0606,64,4,38,6.2,4.3984,0,2,3,2,0.6667,1.0,1,7,0,1,sure_thing
DON-0136,online,educacion,M,46,medio,24.63,18.98,1.3,-0.023,0,4.22,0.2221,10,9,1,0.9,1,3,8,2,0,0.3008,0.0879,2,16,3,9.0,5.2512,1,0,1,0,0.0,1.0,1,13,1,0,persuadable
DON-0137,online,infancia,F,26,medio,18.79,22.84,0.69,0.0094,0,5.09,0.2227,23,22,1,0.9565,1,0,21,5,1,0.2613,0.0641,15,29,0,9.6,6.2659,0,0,0,0,,,1,8,1,0,persuadable
DON-0138,evento,educacion,M,28,medio,15.96,13.71,0.75,-0.0083,0,3.28,0.2389,17,15,2,0.8824,0,11,20,3,0,0.1832,0.0338,18,10,11,8.8,5.4556,0,1,2,1,0.5,11.0,0,7,0,0,persuadable
DON-0139,online,infancia,M,63,medio,19.12,14.39,0.46,-0.0275,0,3.62,0.2513,9,9,0,1.0,1,5,8,4,2,0.5132,0.2536,45,18,5,10.0,4.8714,0,0,0,0,,,1,8,0,0,persuadable
DON-0140,telefono,educacion,M,29,bajo,3.36,3.84,0.74,0.0084,0,0.87,0.2276,17,16,1,0.9412,1,10,15,4,1,0.3227,0.1236,8,32,10,9.4,4.1939,0,0,2,0,0.0,3.0,1,7,1,0,persuadable
DON-0141,telefono,educacion,F,27,medio_bajo,12.99,15.37,0.79,0.0229,1,3.8,0.2471,8,7,1,0.875,0,85,7,1,0,0.2711,0.0265,11,17,85,8.8,4.82,0,0,2,2,1.0,6.0,0,7,0,0,sure_thing
DON-0142,calle,salud,M,56,medio_bajo,7.43,10.92,0.13,0.0247,1,2.94,0.2695,19,18,1,0.9474,0,8,18,7,2,0.4366,0.1124,0,4,8,9.5,5.3398,0,0,1,1,1.0,14.0,1,3,1,0,persuadable
DON-0143,online,educacion,F,46,medio,24.51,24.24,0.07,-0.0019,0,6.43,0.2654,6,6,0,1.0,0,24,6,2,1,0.3538,0.2344,69,9,24,10.0,4.9866,0,2,2,1,0.5,2.0,0,4,0,0,persuadable
DON-0144,online,medio_ambiente,M,29,medio_alto,27.39,14.09,0.06,-0.0202,0,4.78,0.3395,24,23,1,0.9583,1,5,23,5,2,0.2281,0.1132,34,71,5,9.6,5.8265,0,1,0,0,,,0,9,0,1,persuadable
DON-0145,calle,medio_ambiente,F,44,medio_bajo,14.55,9.93,0.17,-0.0093,0,1.79,0.1801,34,28,6,0.8235,2,7,38,9,0,0.2426,0.015,9,138,7,8.2,5.8249,0,0,0,0,,,1,10,0,0,persuadable
DON-0146,calle,educacion,F,28,bajo,3.97,1.0,0.05,-0.0463,0,0.25,0.2477,24,24,0,1.0,0,5,20,3,0,0.1775,0.0289,65,7,5,10.0,3.2189,0,0,2,1,0.5,9.0,1,6,0,0,persuadable
DON-0147,evento,medio_ambiente,F,56,medio,27.65,7.06,0.74,-0.0257,0,1.77,0.2514,29,27,2,0.931,0,16,33,8,2,0.2692,0.0776,2,51,16,9.3,5.3266,0,0,0,0,,,0,4,0,0,persuadable
DON-0148,online,medio_ambiente,F,55,medio,26.19,15.91,0.32,-0.0231,0,4.0,0.2515,17,16,1,0.9412,0,5,14,3,1,0.2619,0.0844,13,106,5,9.4,5.6039,0,1,3,2,0.6667,17.0,1,4,0,1,persuadable
DON-0149,calle,medio_ambiente,F,48,alto,195.18,360.81,9.73,0.0354,1,158.83,0.4402,24,21,3,0.875,0,25,19,3,1,0.202,0.0571,24,15,25,8.8,9.0665,0,0,0,0,,,0,5,0,0,sure_thing
DON-0150,calle,educacion,M,46,medio,19.56,40.29,0.23,0.0353,1,10.57,0.2622,30,28,2,0.9333,0,22,25,9,2,0.3757,0.093,21,79,22,9.3,7.0981,0,0,3,2,0.6667,4.0,1,4,1,0,persuadable
DON-0151,telefono,medio_ambiente,F,64,medio,24.55,44.5,0.26,0.0739,1,11.3,0.254,11,7,4,0.6364,0,10,9,4,0,0.5311,0.0618,31,105,10,6.4,6.1954,0,0,3,1,0.3333,10.0,1,4,1,0,persuadable
DON-0152,calle,infancia,M,41,medio,17.41,28.2,0.55,0.0172,0,8.07,0.2861,36,31,5,0.8611,0,0,36,24,1,0.6719,0.0508,10,16,0,8.6,6.9238,0,0,0,0,,,1,6,1,0,persuadable
DON-0153,calle,educacion,F,26,alto,77.66,73.8,8.52,-0.0045,0,31.94,0.4327,11,10,1,0.9091,0,0,10,1,0,0.1,0.0094,42,2,0,9.1,6.7005,0,1,3,1,0.3333,3.0,0,4,0,0,persuadable
DON-0154,online,educacion,F,47,medio_alto,40.51,47.64,1.28,0.0104,0,16.96,0.3561,17,17,0,1.0,0,15,18,1,0,0.0606,0.0049,15,111,15,10.0,6.6981,0,1,0,0,,,1,6,1,0,persuadable
DON-0155,telefono,infancia,M,69,medio,13.31,14.75,0.36,0.0049,0,4.1,0.2777,22,19,3,0.8636,0,36,18,10,1,0.5864,0.1076,4,18,36,8.6,5.7854,0,0,0,0,,,1,4,1,0,persuadable
DON-0156,calle,infancia,M,28,medio_bajo,14.82,13.49,0.64,-0.009,0,3.37,0.2498,10,8,2,0.8,0,18,9,3,0,0.3576,0.0914,40,0,18,8.0,4.9119,0,0,2,0,0.0,3.0,1,5,1,0,persuadable
DON-0157,evento,infancia,F,37,medio_bajo,5.96,9.46,0.09,0.0196,0,2.18,0.2307,30,28,2,0.9333,1,11,27,9,2,0.3604,0.0747,72,28,11,9.3,5.6518,0,0,0,0,,,1,9,0,0,persuadable
DON-0158,referido,medio_ambiente,F,47,medio,21.78,29.01,0.47,0.0158,0,8.56,0.295,21,20,1,0.9524,0,42,22,15,3,0.6884,0.1735,13,5,42,9.5,6.4138,0,0,0,0,,,1,4,1,0,persuadable
DON-0159,calle,medio_ambiente,F,41,medio_alto,46.93,53.28,0.56,0.0075,0,21.09,0.3958,18,18,0,1.0,0,4,14,6,0,0.4575,0.0236,26,104,4,10.0,6.867,0,0,2,2,1.0,5.0,0,4,0,0,persuadable
DON-0160,evento,educacion,F,29,medio,20.76,21.08,0.88,0.0012,0,5.15,0.2441,13,9,4,0.6923,0,8,10,3,1,0.3869,0.1497,34,7,8,6.9,5.6169,2,0,1,1,1.0,5.0,1,9,0,1,persuadable
DON-0161,online,salud,F,56,bajo,6.31,8.14,0.38,0.029,1,2.16,0.265,10,10,0,1.0,0,16,9,3,0,0.3503,0.0381,53,16,16,10.0,4.4116,0,0,0,0,,,0,6,0,0,sure_thing
DON-0162,evento,salud,F,72,medio_alto,29.07,22.34,1.63,-0.0066,0,8.88,0.3973,35,29,6,0.8286,0,6,39,23,5,0.6106,0.1465,6,70,6,8.3,6.663,0,0,1,0,0.0,35.0,0,5,0,0,persuadable
DON-0163,evento,medio_ambiente,M,44,medio_alto,44.43,43.31,0.65,-0.0021,0,16.59,0.383,12,11,1,0.9167,0,90,12,4,2,0.3966,0.2269,25,73,90,9.2,6.2552,1,0,1,0,0.0,3.0,1,9,0,0,persuadable
DON-0164,online,educacion,M,30,medio_bajo,7.87,11.69,0.6,0.0243,1,3.39,0.2896,20,19,1,0.95,0,12,16,10,2,0.6358,0.1588,40,104,12,9.5,5.4587,0,0,2,0,0.0,16.0,0,5,0,0,sure_thing
DON-0165,calle,medio_ambiente,F,21,medio_alto,57.91,69.59,0.86,0.0403,1,26.4,0.3794,5,4,1,0.8,0,1,4,1,0,0.4538,0.043,6,30,1,8.0,5.8549,0,0,0,0,,,0,5,0,0,sure_thing
DON-0166,referido,emergencias,F,45,medio,25.24,52.76,0.21,0.0376,1,14.65,0.2776,29,28,1,0.9655,0,3,25,12,2,0.5037,0.091,19,194,3,9.7,7.3337,1,0,1,1,1.0,20.0,1,7,1,0,sure_thing
DON-0167,online,salud,F,56,medio_alto,59.04,62.96,1.27,0.0022,0,20.68,0.3285,30,29,1,0.9667,1,15,29,3,0,0.1113,0.0217,18,32,15,9.7,7.5442,0,0,3,0,0.0,13.0,1,7,0,0,persuadable
DON-0168,calle,infancia,M,48,medio_alto,26.31,20.43,1.2,-0.0279,0,7.77,0.3802,8,8,0,1.0,0,15,8,2,0,0.3021,0.1128,54,70,15,10.0,5.1025,0,0,1,0,0.0,6.0,1,4,1,0,persuadable
DON-0169,calle,salud,M,41,medio,15.7,16.03,0.12,0.0013,0,3.61,0.2254,16,16,0,1.0,1,82,14,3,0,0.2542,0.0569,45,20,82,10.0,5.5509,0,0,2,1,0.5,1.0,1,8,1,0,persuadable
DON-0170,evento,medio_ambiente,M,34,medio_alto,31.84,35.34,1.66,0.0122,0,12.76,0.3609,9,7,2,0.7778,0,18,8,2,0,0.287,0.009,7,127,18,7.8,5.7654,1,1,0,0,,,0,11,0,0,persuadable
DON-0171,evento,salud,M,27,medio_alto,25.39,18.25,2.52,-0.0234,0,6.9,0.378,12,12,0,1.0,0,21,12,3,0,0.2795,0.0401,7,51,21,10.0,5.3936,0,0,3,0,0.0,11.0,1,6,1,0,persuadable
DON-0172,calle,infancia,M,52,medio,14.85,15.04,0.26,0.0008,0,4.3,0.2858,17,15,2,0.8824,0,4,16,10,2,0.652,0.1542,38,3,4,8.8,5.5478,2,0,2,1,0.5,3.0,1,8,0,0,persuadable
DON-0173,online,infancia,F,53,medio,23.58,59.54,0.71,0.0462,1,15.24,0.2559,33,32,1,0.9697,0,2,28,7,1,0.2835,0.0406,40,5,2,9.7,7.5837,0,0,2,1,0.5,18.0,0,4,0,0,sure_thing
DON-0174,calle,educacion,M,21,medio_alto,33.09,47.89,0.43,0.0144,0,17.35,0.3623,31,29,2,0.9355,0,18,30,5,0,0.1745,0.0321,5,99,18,9.4,7.3036,0,0,3,1,0.3333,30.0,1,4,1,0,persuadable
DON-0175,evento,infancia,F,62,medio_bajo,10.09,8.9,0.23,-0.0062,0,2.54,0.2855,19,17,2,0.8947,0,40,17,10,4,0.6389,0.2408,15,74,40,8.9,5.1364,1,0,3,1,0.3333,11.0,0,8,0,0,persuadable
DON-0176,calle,educacion,M,49,medio,27.76,37.11,0.03,0.0109,0,8.37,0.2255,31,27,4,0.871,1,17,35,12,0,0.3578,0.0145,52,18,17,8.7,7.0487,0,0,2,1,0.5,26.0,0,9,0,0,persuadable
DON-0177,evento,infancia,F,60,medio_alto,49.28,59.76,7.57,0.0125,0,21.45,0.3589,17,16,1,0.9412,1,11,18,7,1,0.4356,0.0638,2,33,11,9.4,6.9245,1,0,0,0,,,0,10,0,0,persuadable
DON-0178,online,salud,M,24,medio_alto,38.81,37.51,1.04,-0.0012,0,14.06,0.3748,28,27,1,0.9643,0,17,24,6,3,0.2765,0.1629,14,86,17,9.6,6.9578,0,1,1,1,1.0,3.0,1,5,1,0,persuadable
DON-0179,telefono,salud,M,24,medio,17.45,25.55,1.36,0.0332,1,7.25,0.2838,14,13,1,0.9286,0,12,12,7,3,0.5951,0.3097,31,4,12,9.3,5.8825,1,0,0,0,,,0,7,0,0,sure_thing
DON-0180,calle,salud,M,40,medio_bajo,9.56,1.0,0.07,-0.0449,0,0.27,0.2652,27,22,5,0.8148,0,3,25,12,1,0.4998,0.0448,44,6,3,8.1,3.3322,1,0,1,1,1.0,21.0,1,10,1,0,persuadable
DON-0181,online,medio_ambiente,otro,48,medio,13.54,15.83,1.13,0.0242,1,3.93,0.2482,7,7,0,1.0,0,27,6,1,0,0.1819,0.0962,31,56,27,10.0,4.7168,0,0,0,0,,,1,5,1,0,persuadable
DON-0182,calle,infancia,F,65,medio_bajo,11.34,10.85,1.12,-0.0072,0,2.82,0.26,6,6,0,1.0,0,15,7,2,0,0.3004,0.0282,15,3,15,10.0,4.1912,0,0,3,1,0.3333,1.0,0,6,0,0,persuadable
DON-0183,telefono,infancia,F,51,medio_bajo,8.64,20.44,0.54,0.0414,1,5.22,0.2552,33,27,6,0.8182,0,10,30,11,2,0.3976,0.0847,144,19,10,8.2,6.5155,0,0,3,2,0.6667,1.0,0,7,0,0,sure_thing
DON-0184,referido,medio_ambiente,M,38,medio_alto,54.83,47.09,6.4,-0.0282,0,16.46,0.3495,5,5,0,1.0,1,16,5,1,0,0.295,0.073,1,13,16,10.0,5.4657,0,0,0,0,,,0,9,0,1,persuadable
DON-0185,calle,salud,F,28,medio_bajo,12.57,14.97,0.11,0.0382,1,3.91,0.2615,5,5,0,1.0,0,5,5,1,0,0.3151,0.0659,20,64,5,10.0,4.3288,0,0,0,0,,,1,4,0,0,sure_thing
DON-0186,evento,emergencias,M,57,medio,22.21,13.7,0.72,-0.0137,0,3.97,0.29,28,26,2,0.9286,0,11,32,21,9,0.6568,0.2981,21,0,11,9.3,5.9522,0,0,2,2,1.0,15.0,1,5,0,0,persuadable
DON-0187,referido,educacion,M,29,medio,17.28,23.73,0.84,0.0197,0,4.21,0.1775,19,16,3,0.8421,2,19,20,4,1,0.2016,0.0591,8,5,19,8.4,6.1134,0,2,1,0,0.0,9.0,1,10,1,0,persuadable
DON-0188,evento,educacion,F,63,alto,81.49,77.63,3.69,-0.0039,0,34.37,0.4428,12,9,3,0.75,0,5,13,4,2,0.3276,0.1801,24,4,5,7.5,6.8379,0,0,3,1,0.3333,7.0,0,7,0,1,persuadable
DON-0189,online,educacion,F,38,medio,25.52,29.99,2.52,0.0438,1,6.75,0.225,4,4,0,1.0,2,27,4,2,0,0.5497,0.0345,7,17,27,10.0,4.7955,1,0,0,0,,,1,11,0,0,sure_thing
DON-0190,calle,salud,M,62,bajo,5.43,6.03,0.07,0.0043,0,1.23,0.204,26,23,3,0.8846,1,14,29,3,1,0.132,0.0401,17,11,14,8.8,5.0612,0,0,2,0,0.0,18.0,1,8,0,0,persuadable
DON-0191,calle,infancia,M,50,bajo,4.12,3.49,0.04,-0.0117,0,0.83,0.2378,13,11,2,0.8462,0,39,11,2,0,0.2012,0.0751,16,11,39,8.5,3.8367,0,0,3,1,0.3333,11.0,1,7,1,0,persuadable
DON-0192,referido,emergencias,F,40,medio,13.9,32.68,0.2,0.052,1,8.91,0.2727,26,25,1,0.9615,0,37,30,13,1,0.4581,0.0574,44,20,37,9.6,6.746,0,0,0,0,,,1,3,0,0,sure_thing
DON-0193,telefono,salud,M,35,medio,13.31,13.84,1.48,0.0016,0,3.11,0.225,25,22,3,0.88,2,13,26,16,3,0.6456,0.1233,85,10,13,8.8,5.8493,0,2,3,2,0.6667,25.0,1,8,1,1,persuadable
DON-0194,evento,salud,M,37,medio,25.54,47.82,3.61,0.0257,1,12.49,0.2612,34,28,6,0.8235,0,4,33,14,3,0.4531,0.091,6,5,4,8.2,7.3944,1,0,1,0,0.0,18.0,1,8,0,0,sure_thing
DON-0195,online,infancia,F,47,medio,14.58,28.49,0.61,0.0382,1,7.38,0.2592,25,25,0,1.0,0,26,29,8,2,0.2917,0.0937,143,39,26,10.0,6.5698,0,1,3,1,0.3333,15.0,1,6,1,0,persuadable
DON-0196,online,medio_ambiente,F,43,bajo,5.63,2.31,0.2,-0.0164,0,0.58,0.2525,36,35,1,0.9722,0,10,41,10,0,0.2469,0.0207,84,136,10,9.7,4.4327,0,0,0,0,,,0,4,0,0,persuadable
DON-0197,evento,medio_ambiente,F,34,medio,19.03,28.08,0.88,0.0227,1,7.84,0.2792,21,17,4,0.8095,0,18,23,14,5,0.6447,0.2298,3,42,18,8.1,6.3813,0,1,0,0,,,1,4,0,0,sure_thing
DON-0198,referido,educacion,otro,39,medio,21.59,23.9,1.03,0.0267,1,6.12,0.2559,4,4,0,1.0,0,2,3,0,0,0.2591,0.0334,73,63,2,10.0,4.5706,0,0,0,0,,,1,4,1,0,persuadable
DON-0199,referido,salud,F,43,medio_bajo,13.77,11.76,0.13,-0.0364,0,3.27,0.2783,4,4,0,1.0,0,19,4,1,0,0.4829,0.0812,24,161,19,10.0,3.872,0,0,0,0,,,0,3,0,0,persuadable
DON-0200,referido,medio_ambiente,M,18,medio_bajo,13.68,18.26,0.79,0.0197,0,4.9,0.2686,17,17,0,1.0,0,9,18,6,1,0.386,0.0732,63,7,9,10.0,5.7411,0,0,0,0,,,1,4,1,0,persuadable
DON-0201,evento,emergencias,otro,47,medio_bajo,9.51,9.37,0.29,-0.0006,0,2.46,0.2624,23,21,2,0.913,0,8,23,9,2,0.3932,0.1064,87,27,8,9.1,5.3776,0,0,1,1,1.0,3.0,0,5,0,0,persuadable
DON-0202,calle,infancia,M,29,medio_bajo,5.15,7.26,0.19,0.0586,1,1.74,0.2394,7,6,1,0.8571,0,78,8,1,0,0.208,0.0538,58,39,78,8.6,3.9478,0,0,2,0,0.0,4.0,0,7,0,0,sure_thing
DON-0203,calle,medio_ambiente,M,27,medio,18.53,37.87,0.03,0.036,1,9.68,0.2557,29,26,3,0.8966,0,11,25,8,3,0.3395,0.1256,15,17,11,9.0,7.0024,1,0,1,0,0.0,14.0,0,9,0,0,sure_thing
DON-0204,referido,infancia,F,20,medio_bajo,11.06,17.72,0.8,0.0232,1,4.75,0.2683,26,25,1,0.9615,0,22,22,9,1,0.4141,0.0638,30,42,22,9.6,6.135,0,0,1,0,0.0,21.0,0,3,0,0,sure_thing
DON-0205,evento,educacion,M,18,medio_bajo,10.58,5.7,0.95,-0.0512,0,1.45,0.2548,9,6,3,0.6667,0,19,9,4,2,0.5148,0.2568,18,43,19,6.7,3.957,0,0,1,0,0.0,3.0,1,6,1,0,persuadable
DON-0206,calle,emergencias,M,24,medio_bajo,11.51,13.66,0.56,0.0233,1,2.87,0.2103,8,8,0,1.0,2,2,6,2,0,0.403,0.1067,13,83,2,10.0,4.703,0,0,1,0,0.0,7.0,1,8,0,0,sure_thing
DON-0207,calle,infancia,M,32,alto,73.11,40.28,5.05,-0.0128,0,19.14,0.4751,35,31,4,0.8857,0,27,37,20,4,0.5424,0.122,8,80,27,8.9,7.2519,1,0,0,0,,,1,10,1,0,persuadable
DON-0208,evento,educacion,M,67,medio_alto,47.63,80.4,1.76,0.0362,1,29.34,0.365,19,18,1,0.9474,0,7,17,3,1,0.1917,0.0684,17,6,7,9.5,7.3321,1,0,2,0,0.0,15.0,1,10,1,1,sure_thing
DON-0209,calle,infancia,F,35,medio_bajo,6.83,7.97,0.33,0.0052,0,2.1,0.263,32,30,2,0.9375,0,32,27,10,4,0.38,0.1651,49,8,32,9.4,5.5453,0,0,3,2,0.6667,19.0,1,4,1,0,persuadable
DON-0210,calle,emergencias,F,44,medio,25.01,23.62,0.63,-0.0056,0,6.19,0.2621,10,10,0,1.0,0,18,9,2,1,0.3214,0.1261,55,11,18,10.0,5.4689,1,0,0,0,,,0,10,0,0,persuadable
DON-0211,online,educacion,otro,47,medio_bajo,8.39,8.16,0.66,-0.0031,0,1.82,0.2231,9,8,1,0.8889,2,7,8,4,0,0.6198,0.1161,95,13,7,8.9,4.31,1,0,2,0,0.0,5.0,1,12,0,0,persuadable
DON-0212,evento,educacion,M,43,medio,24.2,23.99,0.76,-0.0011,0,6.26,0.2609,8,6,2,0.75,0,8,6,3,0,0.5088,0.153,10,37,8,7.5,5.2623,0,0,3,3,1.0,1.0,1,4,1,0,persuadable
DON-0213,evento,infancia,M,40,bajo,3.24,2.65,0.18,-0.0304,0,0.72,0.2705,6,6,0,1.0,0,26,4,1,0,0.4046,0.0469,31,17,26,10.0,2.8273,0,2,3,2,0.6667,4.0,1,4,1,0,persuadable
DON-0214,calle,emergencias,M,26,medio_alto,39.28,36.16,1.91,-0.0265,0,10.82,0.2991,3,2,1,0.6667,2,15,2,0,0,0.3581,0.1935,35,137,15,6.7,4.6957,0,0,0,0,,,1,10,0,0,persuadable
DON-0215,evento,educacion,M,60,medio,24.1,24.07,1.46,-0.0001,0,5.23,0.2174,17,16,1,0.9412,1,22,18,3,0,0.2211,0.0301,6,5,22,9.4,6.0166,0,0,2,2,1.0,10.0,1,8,1,1,persuadable
DON-0216,calle,medio_ambiente,M,65,medio_alto,32.94,94.52,2.53,0.0567,1,34.64,0.3665,33,29,4,0.8788,0,3,37,9,2,0.262,0.0669,13,12,3,8.8,8.0456,0,0,1,1,1.0,16.0,0,5,0,0,sure_thing
DON-0217,online,educacion,F,20,medio_bajo,12.95,23.94,0.47,0.0314,1,5.11,0.2134,27,27,0,1.0,2,30,22,9,3,0.4343,0.1746,12,91,30,10.0,6.4729,0,1,1,0,0.0,24.0,0,6,0,0,sure_thing
DON-0218,evento,infancia,F,28,medio_alto,47.08,103.3,3.95,0.0341,1,33.89,0.3281,35,29,6,0.8286,1,7,35,7,0,0.2177,0.0211,127,39,7,8.3,8.1933,1,0,3,0,0.0,3.0,1,12,1,0,sure_thing
DON-0219,evento,educacion,otro,38,medio_alto,45.56,60.2,1.57,0.0459,1,20.06,0.3332,7,7,0,1.0,2,19,6,2,0,0.4322,0.0376,95,35,19,10.0,6.046,0,0,0,0,,,1,6,0,0,sure_thing
